Day,Count
Sunday,997
Monday,1051
Tuesday,956
Wednesday,991
Thursday,982
Friday,966
Saturday,962
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
